"","iso3c","species_name","prod_method","quantity","distance","ef","emissions_nautical_mile","transport_emissions","rep"
"9069","THA","Banana Prawn","Wild",8781.70757,3756,15.3248256674968,1010950969.44978,545913.52350288,363
"9070","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,15.3248256674968,202662037.295257,109437.500139439,363
"9071","THA","Giant Tiger Prawn","Wild",3418.23457,3756,15.3248256674968,393507472.755466,212494.035287952,363
"9072","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,15.3248256674968,67729766.6575214,36574.0739950616,363
"9073","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,15.3248256674968,2473082193.96668,1335464.38474201,363
"9074","THA","Western King Prawn","Wild",54.08972,3756,15.3248256674968,6226813.4568807,3362.47926671558,363
"9075","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,15.3248256674968,23875771.4002937,12892.9165561586,363
"9076","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,33.6735788448714,16909935.3508929,9131.36508948217,364
"9077","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,33.6735788448714,85118802.621203,45964.1534154496,364
"9078","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,33.6735788448714,3963010617.47984,2140025.73343911,364
"9079","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,33.6735788448714,30455310.9529655,16445.8679146014,364
"9080","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,33.6735788448714,39755736.9525827,21468.0979543946,364
"9081","IDN","Banana Prawn","Wild",3115.6875,1280,33.6735788448714,268585852.639309,145036.360425227,364
"9082","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,33.6735788448714,5196061.01078982,2805.8729458265,364
"9083","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,33.6735788448714,170985195.714842,92332.0056860145,364
"9084","IND","Giant Tiger Prawn","Wild",448.50117,5419,33.6735788448714,163682407.009511,88388.4997851358,364
"9085","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,33.6735788448714,16664241.587808,8998.6904574163,364
"9086","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,33.6735788448714,241258162.127087,130279.407548627,364
"9087","JPY","Kuruma Prawn","Farmed",86.42838,4915,33.6735788448714,28608768.6960231,15448.7350958525,364
"9088","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,33.6735788448714,92834798.794924,50130.7913492589,364
"9089","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,33.6735788448714,2024209.37665956,1093.07306339616,364
"9090","PNG","Banana Prawn","Wild",19.83527,856,33.6735788448714,1143486.79237138,617.482867880546,364
"9091","PNG","Giant Tiger Prawn","Wild",24.10937,856,33.6735788448714,1389885.09697094,750.537952364309,364
"9092","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,33.6735788448714,71178701.9672876,38436.4990623353,364
"9093","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,33.6735788448714,131355423.353854,70931.9286110812,364
"9094","THA","Banana Prawn","Wild",8781.70757,3756,33.6735788448714,2221384955.1495,1199547.87578073,364
"9095","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,33.6735788448714,445313782.994493,240469.442817026,364
"9096","THA","Giant Tiger Prawn","Wild",3418.23457,3756,33.6735788448714,864662685.069338,466917.849937443,364
"9097","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,33.6735788448714,148824116.31762,80365.0228115148,364
"9098","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,33.6735788448714,5434158277.24633,2934445.46971302,364
"9099","THA","Western King Prawn","Wild",54.08972,3756,33.6735788448714,13682315.116791,7388.45016306715,364
"9100","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,33.6735788448714,52462761.2851169,28329.8910939631,364
"9101","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,24.8692396300379,12488640.9106425,6743.86609174693,365
"9102","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,24.8692396300379,62863526.0053744,33946.3040429022,365
"9103","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,24.8692396300379,2926836531.2914,1580491.72689735,365
"9104","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,24.8692396300379,22492424.3896331,12145.9091704019,365
"9105","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,24.8692396300379,29361148.4985688,15855.0201892271,365
"9106","IDN","Banana Prawn","Wild",3115.6875,1280,24.8692396300379,198361034.367523,107114.958558463,365
"9107","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,24.8692396300379,3837491.9103471,2072.24563158743,365
"9108","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,24.8692396300379,126279176.472773,68190.7552952972,365
"9109","IND","Giant Tiger Prawn","Wild",448.50117,5419,24.8692396300379,120885784.724391,65278.323751171,365
"9110","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,24.8692396300379,12307186.5693052,6645.8807474248,365
"9111","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,24.8692396300379,178178478.571632,96216.378428681,365
"9112","JPY","Kuruma Prawn","Farmed",86.42838,4915,24.8692396300379,21128681.5547403,11409.4880395597,365
"9113","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,24.8692396300379,68562087.441708,37023.5272185223,365
"9114","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,24.8692396300379,1494956.87053125,807.276710086877,365
"9115","PNG","Banana Prawn","Wild",19.83527,856,24.8692396300379,844509.197679132,456.034966746731,365
"9116","PNG","Giant Tiger Prawn","Wild",24.10937,856,24.8692396300379,1026483.87015903,554.301289885877,365
"9117","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,24.8692396300379,52568222.8174904,28386.8403214448,365
"9118","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,24.8692396300379,97011057.6942614,52385.9711549012,365
"9119","THA","Banana Prawn","Wild",8781.70757,3756,24.8692396300379,1640578657.07339,885912.474819631,365
"9120","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,24.8692396300379,328881442.357751,177595.978873186,365
"9121","THA","Giant Tiger Prawn","Wild",3418.23457,3756,24.8692396300379,638586816.483168,344836.880900911,365
"9122","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,24.8692396300379,109912362.700801,59352.6758584326,365
"9123","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,24.8692396300379,4013335945.2815,2167201.41045201,365
"9124","THA","Western King Prawn","Wild",54.08972,3756,24.8692396300379,10104918.6040108,5456.65604616585,365
"9125","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,24.8692396300379,38745777.1585143,20922.7196655977,365
"9126","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,23.2635550172534,11682310.7275278,6308.44779286503,366
"9127","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,23.2635550172534,58804736.9988021,31754.5579793532,366
"9128","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,23.2635550172534,2737865076.90266,1478447.14152744,366
"9129","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,23.2635550172534,21040199.0589064,11361.7074918095,366
"9130","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,23.2635550172534,27465443.4002557,14831.3394361381,366
"9131","IDN","Banana Prawn","Wild",3115.6875,1280,23.2635550172534,185553836.986416,100199.071972665,366
"9132","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,23.2635550172534,3589723.91245918,1938.45091272796,366
"9133","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,23.2635550172534,118125950.49587,63788.0132677699,366
"9134","IND","Giant Tiger Prawn","Wild",448.50117,5419,23.2635550172534,113080783.55331,61063.6231187873,366
"9135","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,23.2635550172534,11512572.0014704,6216.78888079402,366
"9136","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,23.2635550172534,166674369.655239,90004.1596138289,366
"9137","JPY","Kuruma Prawn","Farmed",86.42838,4915,23.2635550172534,19764506.3983799,10672.8334551251,366
"9138","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,23.2635550172534,64135370.3219546,34633.0999738555,366
"9139","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,23.2635550172534,1398434.85057817,755.154819312211,366
"9140","PNG","Banana Prawn","Wild",19.83527,856,23.2635550172534,789983.388115154,426.591029582183,366
"9141","PNG","Giant Tiger Prawn","Wild",24.10937,856,23.2635550172534,960208.850089857,518.512779048523,366
"9142","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,23.2635550172534,49174150.9538085,26554.0415150566,366
"9143","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,23.2635550172534,90747530.3437314,49003.666385615,366
"9144","THA","Banana Prawn","Wild",8781.70757,3756,23.2635550172534,1534654553.84734,828713.459077565,366
"9145","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,23.2635550172534,307647183.519118,166129.479100324,366
"9146","THA","Giant Tiger Prawn","Wild",3418.23457,3756,23.2635550172534,597356403.313817,322572.457789461,366
"9147","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,23.2635550172534,102815861.474028,55520.5651959754,366
"9148","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,23.2635550172534,3754214562.03301,2027275.86349783,366
"9149","THA","Western King Prawn","Wild",54.08972,3756,23.2635550172534,9452493.65828379,5104.34657547325,366
"9150","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,23.2635550172534,36244152.6971592,19571.842456466,366
"9151","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,24.1358208798338,12120338.3994001,6544.98273567603,367
"9152","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,24.1358208798338,61009617.7491445,32945.193584538,367
"9153","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,24.1358208798338,2840521194.644,1533881.44510776,367
"9154","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,24.1358208798338,21829100.2980923,11787.7141609698,367
"9155","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,24.1358208798338,28495258.8631507,15387.4397861014,367
"9156","IDN","Banana Prawn","Wild",3115.6875,1280,24.1358208798338,192511169.068895,103956.031297203,367
"9157","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,24.1358208798338,3724320.43575944,2011.1330353101,367
"9158","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,24.1358208798338,122555077.257708,66179.7417191625,367
"9159","IND","Giant Tiger Prawn","Wild",448.50117,5419,24.1358208798338,117320742.026305,63353.2006942047,367
"9160","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,24.1358208798338,11944235.3280744,6449.88707716015,367
"9161","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,24.1358208798338,172923817.029449,93378.8611959025,367
"9162","JPY","Kuruma Prawn","Farmed",86.42838,4915,24.1358208798338,20505575.6033777,11073.0108258239,367
"9163","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,24.1358208798338,66540122.9091797,35931.666370957,367
"9164","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,24.1358208798338,1450869.09720545,783.469312490944,367
"9165","PNG","Banana Prawn","Wild",19.83527,856,24.1358208798338,819603.776785217,442.586039464017,367
"9166","PNG","Giant Tiger Prawn","Wild",24.10937,856,24.1358208798338,996211.834167732,537.954390450575,367
"9167","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,24.1358208798338,51017933.349344,27549.6840086457,367
"9168","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,24.1358208798338,94150104.575125,50841.0564705675,367
"9169","THA","Banana Prawn","Wild",8781.70757,3756,24.1358208798338,1592196351.61565,859786.029872449,367
"9170","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,24.1358208798338,319182399.684649,172358.49582971,367
"9171","THA","Giant Tiger Prawn","Wild",3418.23457,3756,24.1358208798338,619754252.568498,334667.296386989,367
"9172","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,24.1358208798338,106670937.193499,57602.3060844896,367
"9173","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,24.1358208798338,3894978654.22936,2103288.47328386,367
"9174","THA","Western King Prawn","Wild",54.08972,3756,24.1358208798338,9806914.44772304,5295.73380177044,367
"9175","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,24.1358208798338,37603125.4376727,20305.6877363433,367
"9176","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,32.2386757153552,16189366.8818658,8742.25811620753,368
"9177","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,32.2386757153552,81491708.6070949,44005.5226478312,368
"9178","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,32.2386757153552,3794138269.11662,2048834.66532297,368
"9179","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,32.2386757153552,29157545.0933247,15745.0743503953,368
"9180","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,32.2386757153552,38061660.0731312,20553.2964394909,368
"9181","IDN","Banana Prawn","Wild",3115.6875,1280,32.2386757153552,257140835.693788,138856.051274645,368
"9182","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,32.2386757153552,4974645.75107279,2686.30870557931,368
"9183","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,32.2386757153552,163699151.25956,88397.5416801625,368
"9184","IND","Giant Tiger Prawn","Wild",448.50117,5419,32.2386757153552,156707549.981492,84622.0769900058,368
"9185","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,32.2386757153552,15954142.6548874,8615.23703363921,368
"9186","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,32.2386757153552,230977636.45287,124727.92368455,368
"9187","JPY","Kuruma Prawn","Farmed",86.42838,4915,32.2386757153552,27389687.9466129,14790.431491171,368
"9188","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,32.2386757153552,88878909.7006132,47994.6112383311,368
"9189","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,32.2386757153552,1937953.49091764,1046.49488509553,368
"9190","PNG","Banana Prawn","Wild",19.83527,856,32.2386757153552,1094760.37738315,591.170603786902,368
"9191","PNG","Giant Tiger Prawn","Wild",24.10937,856,32.2386757153552,1330659.12385715,718.555926882861,368
"9192","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,32.2386757153552,68145625.4214807,36798.6377275996,368
"9193","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,32.2386757153552,125758088.157685,67909.36760515,368
"9194","THA","Banana Prawn","Wild",8781.70757,3756,32.2386757153552,2126726996.79324,1148432.57826835,368
"9195","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,32.2386757153552,426338011.40279,230222.526157507,368
"9196","THA","Giant Tiger Prawn","Wild",3418.23457,3756,32.2386757153552,827817560.929205,447021.482901771,368
"9197","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,32.2386757153552,142482402.796898,76940.4975103247,368
"9198","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,32.2386757153552,5202597184.37204,2809402.4795609,368
"9199","THA","Western King Prawn","Wild",54.08972,3756,32.2386757153552,13099282.4409191,7073.61251809631,368
"9200","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,32.2386757153552,50227210.9535685,27122.693914927,368
"9201","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,18.2185998568311,9148874.46867627,4940.39221308519,369
"9202","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,18.2185998568311,46052289.6123491,24868.2363906685,369
"9203","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,18.2185998568311,2144129229.65077,1157829.78401142,369
"9204","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,18.2185998568311,16477402.8422569,8897.79753481873,369
"9205","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,18.2185998568311,21509263.0008008,11615.0020204324,369
"9206","IDN","Banana Prawn","Wild",3115.6875,1280,18.2185998568311,145314467.434062,78469.8124143936,369
"9207","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,18.2185998568311,2811253.20309336,1518.07672967041,369
"9208","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,18.2185998568311,92509052.1717772,49954.8881727597,369
"9209","IND","Giant Tiger Prawn","Wild",448.50117,5419,18.2185998568311,88557984.6041054,47821.3116862169,369
"9210","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,18.2185998568311,9015945.43319761,4868.61053392671,369
"9211","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,18.2185998568311,130529218.12192,70485.7777858368,369
"9212","JPY","Kuruma Prawn","Farmed",86.42838,4915,18.2185998568311,15478358.0227875,8358.31333230523,369
"9213","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,18.2185998568311,50226917.068298,27122.5352168809,369
"9214","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,18.2185998568311,1095169.02939537,591.391275873498,369
"9215","PNG","Banana Prawn","Wild",19.83527,856,18.2185998568311,618666.890375938,334.080120803007,369
"9216","PNG","Giant Tiger Prawn","Wild",24.10937,856,18.2185998568311,751977.107789454,406.067638206305,369
"9217","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,18.2185998568311,38510200.9930304,20795.5085362364,369
"9218","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,18.2185998568311,71067940.4803746,38376.6878594023,369
"9219","THA","Banana Prawn","Wild",8781.70757,3756,18.2185998568311,1201848007.07684,648997.923821495,369
"9220","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,18.2185998568311,240930542.621669,130102.493015701,369
"9221","THA","Giant Tiger Prawn","Wild",3418.23457,3756,18.2185998568311,467813164.231301,252619.108684902,369
"9222","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,18.2185998568311,80519122.6251309,43480.3262175707,369
"9223","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,18.2185998568311,2940072264.60624,1587639.02288737,369
"9224","THA","Western King Prawn","Wild",54.08972,3756,18.2185998568311,7402617.50544085,3997.41345293806,369
"9225","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,18.2185998568311,28384213.6186712,15327.4753540825,369
"9226","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,15.5434957473073,7805511.5384291,4214.97623075171,370
"9227","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,15.5434957473073,39290262.3345622,21216.7416606636,370
"9228","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,15.5434957473073,1829298838.805,987821.372954697,370
"9229","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,15.5434957473073,14057965.1025849,7591.30115539583,370
"9230","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,15.5434957473073,18350978.70352,9909.52849990082,370
"9231","IDN","Banana Prawn","Wild",3115.6875,1280,15.5434957473073,123977409.039843,66947.8008815151,370
"9232","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,15.5434957473073,2398466.54244955,1295.17193292276,370
"9233","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,15.5434957473073,78925607.3638556,42619.827976482,370
"9234","IND","Giant Tiger Prawn","Wild",448.50117,5419,15.5434957473073,75554689.5975046,40799.5323826525,370
"9235","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,15.5434957473073,7692100.96275955,4153.73451989016,370
"9236","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,15.5434957473073,111363132.332953,60136.0914597949,370
"9237","JPY","Kuruma Prawn","Farmed",86.42838,4915,15.5434957473073,13205613.7130806,7131.03140506351,370
"9238","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,15.5434957473073,42851913.8675039,23140.0334884521,370
"9239","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,15.5434957473073,934361.327695927,504.5551169558,370
"9240","PNG","Banana Prawn","Wild",19.83527,856,15.5434957473073,527825.752534578,285.025906368672,370
"9241","PNG","Giant Tiger Prawn","Wild",24.10937,856,15.5434957473073,641561.539791723,346.44323148753,370
"9242","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,15.5434957473073,32855606.3620156,17742.0274354884,370
"9243","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,15.5434957473073,60632773.061998,32741.6974534789,370
"9244","THA","Banana Prawn","Wild",8781.70757,3756,15.5434957473073,1025376238.22416,553703.168641045,370
"9245","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,15.5434957473073,205553823.788066,110999.064845556,370
"9246","THA","Giant Tiger Prawn","Wild",3418.23457,3756,15.5434957473073,399122434.539729,215526.114651454,370
"9247","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,15.5434957473073,68696203.327138,37095.9497966545,370
"9248","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,15.5434957473073,2508370626.76626,1354520.13845378,370
"9249","THA","Western King Prawn","Wild",54.08972,3756,15.5434957473073,6315663.91594134,3410.45851460833,370
"9250","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,15.5434957473073,24216455.0042002,13076.8857022681,370
"9251","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,10.3772822753992,5211182.72588045,2814.03867197544,371
"9252","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,10.3772822753992,26231302.7615342,14164.9034912284,371
"9253","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,10.3772822753992,1221292219.26335,659497.798402209,371
"9254","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,10.3772822753992,9385499.53362367,5068.16974815678,371
"9255","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,10.3772822753992,12251638.1856544,6615.88462025336,371
"9256","IDN","Banana Prawn","Wild",3115.6875,1280,10.3772822753992,82770863.793748,44696.2664486239,371
"9257","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,10.3772822753992,1601284.85533323,864.693821879945,371
"9258","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,10.3772822753992,52692992.5987814,28454.216003342,371
"9259","IND","Giant Tiger Prawn","Wild",448.50117,5419,10.3772822753992,50442471.496111,27238.9346079,371
"9260","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,10.3772822753992,5135466.58223611,2773.1519544075,371
"9261","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,10.3772822753992,74349211.9198406,40148.5744367139,371
"9262","JPY","Kuruma Prawn","Farmed",86.42838,4915,10.3772822753992,8816445.37035753,4760.88049999307,371
"9263","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,10.3772822753992,28609163.1814045,15448.9481179584,371
"9264","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,10.3772822753992,623806.343331558,336.855425399041,371
"9265","PNG","Banana Prawn","Wild",19.83527,856,10.3772822753992,352391.567207473,190.291446292035,371
"9266","PNG","Giant Tiger Prawn","Wild",24.10937,856,10.3772822753992,428324.831408134,231.295408960393,371
"9267","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,10.3772822753992,21935342.4153059,11845.0849042652,371
"9268","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,10.3772822753992,40480173.2784965,21859.2935703881,371
"9269","THA","Banana Prawn","Wild",8781.70757,3756,10.3772822753992,684570500.454016,369668.070245169,371
"9270","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,10.3772822753992,137233611.210397,74106.1500536143,371
"9271","THA","Giant Tiger Prawn","Wild",3418.23457,3756,10.3772822753992,266465551.44333,143891.397779398,371
"9272","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,10.3772822753992,45863549.9223155,24766.3169580504,371
"9273","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,10.3772822753992,1674659965.07142,904316.381138569,371
"9274","THA","Western King Prawn","Wild",54.08972,3756,10.3772822753992,4216517.84629144,2276.91963699738,371
"9275","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,10.3772822753992,16167597.9054855,8730.50286896216,371
"9276","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,16.4372882855125,8254349.3084739,4457.3486265759,372
"9277","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,16.4372882855125,41549557.4036807,22436.7609979876,372
"9278","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,16.4372882855125,1934488409.98331,1044623.74139099,372
"9279","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,16.4372882855125,14866335.6593314,8027.82125603898,372
"9280","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,16.4372882855125,19406209.0133948,10479.3528672332,372
"9281","IDN","Banana Prawn","Wild",3115.6875,1280,16.4372882855125,131106441.331373,70797.4783189415,372
"9282","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,16.4372882855125,2536384.77742237,1369.64777980808,372
"9283","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,16.4372882855125,83464040.6791119,45070.5819667204,372
"9284","IND","Giant Tiger Prawn","Wild",448.50117,5419,16.4372882855125,79899286.133992,43145.6145123557,372
"9285","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,16.4372882855125,8134417.32166654,4392.58535369993,372
"9286","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,16.4372882855125,117766810.008073,63594.0774043594,372
"9287","JPY","Kuruma Prawn","Farmed",86.42838,4915,16.4372882855125,13964971.7874195,7541.08476520655,372
"9288","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,16.4372882855125,45316013.4166173,24470.6472449733,372
"9289","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,16.4372882855125,988089.600682829,533.568384368728,372
"9290","PNG","Banana Prawn","Wild",19.83527,856,16.4372882855125,558177.143673193,301.415657583524,372
"9291","PNG","Giant Tiger Prawn","Wild",24.10937,856,16.4372882855125,678453.042603411,366.364643005842,372
"9292","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,16.4372882855125,34744891.519099,18762.2414203134,372
"9293","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,16.4372882855125,64119319.525839,34624.432543953,372
"9294","THA","Banana Prawn","Wild",8781.70757,3756,16.4372882855125,1084338111.76129,585542.580351094,372
"9295","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,16.4372882855125,217373717.902499,117381.80766735,372
"9296","THA","Giant Tiger Prawn","Wild",3418.23457,3756,16.4372882855125,422073040.994116,227919.442136823,372
"9297","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,16.4372882855125,72646418.5769769,39229.0660315675,372
"9298","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,16.4372882855125,2652608640.25464,1432408.66573751,372
"9299","THA","Western King Prawn","Wild",54.08972,3756,16.4372882855125,6678831.46677095,3606.56899205631,372
"9300","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,16.4372882855125,25608965.8741108,13828.8415720198,372
"9301","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,27.8666769491974,13993870.6196332,7556.6901346019,373
"9302","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,27.8666769491974,70440335.0138361,38037.7809074715,373
"9303","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,27.8666769491974,3279602002.87324,1770985.08155155,373
"9304","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,27.8666769491974,25203389.1503903,13609.8301412108,373
"9305","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,27.8666769491974,32899986.1772526,17765.9925357164,373
"9306","IDN","Banana Prawn","Wild",3115.6875,1280,27.8666769491974,222269074.015111,120025.29996816,373
"9307","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,27.8666769491974,4300016.76575739,2322.00905350899,373
"9308","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,27.8666769491974,141499340.893684,76409.6440825892,373
"9309","IND","Giant Tiger Prawn","Wild",448.50117,5419,27.8666769491974,135455894.94405,73146.183269787,373
