"","iso3c","species_name","prod_method","quantity","distance","ef","emissions_nautical_mile","transport_emissions","rep"
"1966","PNG","Giant Tiger Prawn","Wild",24.10937,856,21.4774819577113,886488.253327777,478.703656797,79
"1967","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,21.4774819577113,45398776.7180429,24515.3394277432,79
"1968","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,21.4774819577113,83780335.5600145,45241.3812024078,79
"1969","THA","Banana Prawn","Wild",8781.70757,3756,21.4774819577113,1416830551.785,765088.497963899,79
"1970","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,21.4774819577113,284027390.846847,153374.791057297,79
"1971","THA","Giant Tiger Prawn","Wild",3418.23457,3756,21.4774819577113,551494015.638653,297806.768444872,79
"1972","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,21.4774819577113,94922113.5005918,51257.9412903196,79
"1973","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,21.4774819577113,3465982540.5722,1871630.57190899,79
"1974","THA","Western King Prawn","Wild",54.08972,3756,21.4774819577113,8726772.92230718,4712.45737804588,79
"1975","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,21.4774819577113,33461486.6493296,18069.202790638,79
"1976","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,8.04114852049388,4038041.28616371,2180.54229452841,80
"1977","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,8.04114852049388,20326111.9620477,10976.1004595058,80
"1978","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,8.04114852049388,946354918.503207,511031.655991732,80
"1979","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,8.04114852049388,7272635.90659056,3927.2233895589,80
"1980","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,8.04114852049388,9493549.43381948,5126.51669426252,80
"1981","IDN","Banana Prawn","Wild",3115.6875,1280,8.04114852049388,64137487.1832225,34634.2430789401,80
"1982","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,8.04114852049388,1240803.61347372,670.033951275807,80
"1983","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,8.04114852049388,40830746.2620108,22048.6029814858,80
"1984","IND","Giant Tiger Prawn","Wild",448.50117,5419,8.04114852049388,39086862.4632652,21106.9057301632,80
"1985","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,8.04114852049388,3979370.36055089,2148.85999469748,80
"1986","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,8.04114852049388,57611717.5540658,31110.3274791956,80
"1987","JPY","Kuruma Prawn","Farmed",86.42838,4915,8.04114852049388,6831687.21486266,3689.11109602584,80
"1988","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,8.04114852049388,22168668.4512848,11971.0809636938,80
"1989","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,8.04114852049388,483375.061180197,261.022533037306,80
"1990","PNG","Banana Prawn","Wild",19.83527,856,8.04114852049388,273061.178648134,147.453036469992,80
"1991","PNG","Giant Tiger Prawn","Wild",24.10937,856,8.04114852049388,331900.346638284,179.226187184673,80
"1992","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,8.04114852049388,16997258.196157,9178.5194259248,80
"1993","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,8.04114852049388,31367276.7907045,16938.3294669804,80
"1994","THA","Banana Prawn","Wild",8781.70757,3756,8.04114852049388,530459991.432373,286448.395373481,80
"1995","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,8.04114852049388,106339581.063778,57423.3737744399,80
"1996","THA","Giant Tiger Prawn","Wild",3418.23457,3756,8.04114852049388,206478827.296687,111498.566740211,80
"1997","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,8.04114852049388,35538747.7005137,19190.9237582774,80
"1998","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,8.04114852049388,1297660518.72636,700736.680112237,80
"1999","THA","Western King Prawn","Wild",54.08972,3756,8.04114852049388,3267295.36130289,1764.33949510356,80
"2000","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,8.04114852049388,12527948.3131949,6765.09208912524,80
"2001","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,23.2380248657428,11669490.1950406,6301.52470532191,81
"2002","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,23.2380248657428,58740202.844671,31719.7095361224,81
"2003","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,23.2380248657428,2734860458.29742,1476824.64748061,81
"2004","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,23.2380248657428,21017108.8876325,11349.2387993216,81
"2005","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,23.2380248657428,27435301.9652602,14815.0630612405,81
"2006","IDN","Banana Prawn","Wild",3115.6875,1280,23.2380248657428,185350204.413143,100089.110383097,81
"2007","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,23.2380248657428,3585784.43737472,1936.32359618235,81
"2008","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,23.2380248657428,117996315.390176,63718.0103106948,81
"2009","IND","Giant Tiger Prawn","Wild",448.50117,5419,23.2380248657428,112956685.171316,60996.6099925109,81
"2010","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,23.2380248657428,11499937.74556,6209.96638260239,81
"2011","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,23.2380248657428,166491455.998789,89905.3862393459,81
"2012","JPY","Kuruma Prawn","Farmed",86.42838,4915,23.2380248657428,19742816.2120559,10661.1207545102,81
"2013","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,23.2380248657428,64064986.1644045,34595.0925287785,81
"2014","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,23.2380248657428,1396900.16451722,754.326088839302,81
"2015","PNG","Banana Prawn","Wild",19.83527,856,23.2380248657428,789116.435683572,426.122875269129,81
"2016","PNG","Giant Tiger Prawn","Wild",24.10937,856,23.2380248657428,959155.086922257,517.943746938019,81
"2017","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,23.2380248657428,49120185.7054479,26524.9002809419,81
"2018","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,23.2380248657428,90647941.171003,48949.8882323416,81
"2019","THA","Banana Prawn","Wild",8781.70757,3756,23.2380248657428,1532970376.03157,827804.003057046,81
"2020","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,23.2380248657428,307309561.895887,165947.163423779,81
"2021","THA","Giant Tiger Prawn","Wild",3418.23457,3756,23.2380248657428,596700845.748727,322218.456704313,81
"2022","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,23.2380248657428,102703028.137972,55459.6351945049,81
"2023","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,23.2380248657428,3750094569.77469,2025051.06767833,81
"2024","THA","Western King Prawn","Wild",54.08972,3756,23.2380248657428,9442120.19665807,5098.74490619536,81
"2025","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,23.2380248657428,36204377.2325303,19550.3637055664,81
"2026","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,12.1371164543089,6094922.53657142,3291.25816974857,82
"2027","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,12.1371164543089,30679745.2276807,16567.0624229476,82
"2028","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,12.1371164543089,1428405385.58737,771338.908217181,82
"2029","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,12.1371164543089,10977141.9720844,5927.65666492557,82
"2030","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,12.1371164543089,14329335.5108839,7737.84117587733,82
"2031","IDN","Banana Prawn","Wild",3115.6875,1280,12.1371164543089,96807582.7782001,52276.0947002281,82
"2032","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,12.1371164543089,1872839.17406525,1011.33315399523,82
"2033","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,12.1371164543089,61628947.7846783,33279.6318037263,82
"2034","IND","Giant Tiger Prawn","Wild",448.50117,5419,12.1371164543089,58996771.4613317,31858.2565891191,82
"2035","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,12.1371164543089,6006366.05053835,3243.43766729071,82
"2036","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,12.1371164543089,86957742.8279487,46957.1811270923,82
"2037","JPY","Kuruma Prawn","Farmed",86.42838,4915,12.1371164543089,10311584.6069596,5568.25568775821,82
"2038","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,12.1371164543089,33460855.7402544,18068.8620997374,82
"2039","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,12.1371164543089,729594.708231105,393.981142444796,82
"2040","PNG","Banana Prawn","Wild",19.83527,856,12.1371164543089,412151.985000232,222.562071900125,82
"2041","PNG","Giant Tiger Prawn","Wild",24.10937,856,12.1371164543089,500962.412036995,270.519702499977,82
"2042","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,12.1371164543089,25655253.3018061,13853.8367829753,82
"2043","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,12.1371164543089,47345014.2467878,25566.3076932654,82
"2044","THA","Banana Prawn","Wild",8781.70757,3756,12.1371164543089,800663571.125154,432358.328407583,82
"2045","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,12.1371164543089,160506409.72295,86673.4612503931,82
"2046","THA","Giant Tiger Prawn","Wild",3418.23457,3756,12.1371164543089,311654182.964288,168293.258800716,82
"2047","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,12.1371164543089,53641332.2527393,28966.3194164792,82
"2048","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,12.1371164543089,1958657621.3336,1057675.11552014,82
"2049","THA","Western King Prawn","Wild",54.08972,3756,12.1371164543089,4931577.14842464,2663.05166014931,82
"2050","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,12.1371164543089,18909384.3029117,10211.0675235723,82
"2051","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,17.4065416134894,8741081.38973658,4720.18395045775,83
"2052","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,17.4065416134894,43999599.4112167,23759.783682057,83
"2053","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,17.4065416134894,2048558887.83468,1106221.79943073,83
"2054","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,17.4065416134894,15742955.0300173,8501.19571620937,83
"2055","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,17.4065416134894,20550529.922229,11097.2861580037,83
"2056","IDN","Banana Prawn","Wild",3115.6875,1280,17.4065416134894,138837360.95585,74972.1749161588,83
"2057","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,17.4065416134894,2685947.12273412,1450.41144627642,83
"2058","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,17.4065416134894,88385643.1837009,47728.2473191985,83
"2059","IND","Giant Tiger Prawn","Wild",448.50117,5419,17.4065416134894,84610686.6790933,45689.7708067104,83
"2060","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,17.4065416134894,8614077.40447518,4651.6017984166,83
"2061","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,17.4065416134894,124711135.041671,67344.0129225023,83
"2062","JPY","Kuruma Prawn","Farmed",86.42838,4915,17.4065416134894,14788440.6677451,7985.75796058238,83
"2063","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,17.4065416134894,47988151.0619377,25913.6015734464,83
"2064","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,17.4065416134894,1046354.02466603,565.031173319657,83
"2065","PNG","Banana Prawn","Wild",19.83527,856,17.4065416134894,591091.030970694,319.189156724175,83
"2066","PNG","Giant Tiger Prawn","Wild",24.10937,856,17.4065416134894,718459.207732182,387.967972175378,83
"2067","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,17.4065416134894,36793684.5529697,19868.5896586036,83
"2068","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,17.4065416134894,67900226.860342,36666.1225045847,83
"2069","THA","Banana Prawn","Wild",8781.70757,3756,17.4065416134894,1148277996.8093,620070.118277025,83
"2070","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,17.4065416134894,230191537.717548,124303.430367476,83
"2071","THA","Giant Tiger Prawn","Wild",3418.23457,3756,17.4065416134894,446961312.862746,241359.108945883,83
"2072","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,17.4065416134894,76930141.1562906,41542.2762243969,83
"2073","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,17.4065416134894,2809024328.03285,1516873.13713774,83
"2074","THA","Western King Prawn","Wild",54.08972,3756,17.4065416134894,7072660.39485942,3819.23661322409,83
"2075","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,17.4065416134894,27119043.1428417,14644.2832971345,83
"2076","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,24.9155552141834,12511899.3096753,6756.42562722468,84
"2077","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,24.9155552141834,62980600.7922074,34009.524427792,84
"2078","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,24.9155552141834,2932287367.16984,1583435.17827172,84
"2079","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,24.9155552141834,22534313.4779185,12168.529278076,84
"2080","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,24.9155552141834,29415829.6534462,15884.5480128609,84
"2081","IDN","Banana Prawn","Wild",3115.6875,1280,24.9155552141834,198730454.877161,107314.445633667,84
"2082","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,24.9155552141834,3844638.71829641,2076.10490788006,84
"2083","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,24.9155552141834,126514354.303328,68317.7513237969,84
"2084","IND","Giant Tiger Prawn","Wild",448.50117,5419,24.9155552141834,121110918.094678,65399.8957711262,84
"2085","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,24.9155552141834,12330107.03425,6658.257798495,84
"2086","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,24.9155552141834,178510311.809799,96395.5683772915,84
"2087","JPY","Kuruma Prawn","Farmed",86.42838,4915,24.9155552141834,21168030.8570506,11430.7366628073,84
"2088","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,24.9155552141834,68689775.025942,37092.4785140087,84
"2089","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,24.9155552141834,1497741.0248424,808.780153414897,84
"2090","PNG","Banana Prawn","Wild",19.83527,856,24.9155552141834,846081.98146298,456.884269990009,84
"2091","PNG","Giant Tiger Prawn","Wild",24.10937,856,24.9155552141834,1028395.55707707,555.333600821618,84
"2092","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,24.9155552141834,52666123.9991711,28439.7069595524,84
"2093","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,24.9155552141834,97191727.6251689,52483.5329175912,84
"2094","THA","Banana Prawn","Wild",8781.70757,3756,24.9155552141834,1643634012.20163,887562.366588879,84
"2095","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,24.9155552141834,329493939.416126,177926.727284708,84
"2096","THA","Giant Tiger Prawn","Wild",3418.23457,3756,24.9155552141834,639776097.774958,345479.092798477,84
"2097","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,24.9155552141834,110117059.561623,59463.2121632765,84
"2098","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,24.9155552141834,4020810238.88448,2171237.52899762,84
"2099","THA","Western King Prawn","Wild",54.08972,3756,24.9155552141834,10123737.6437101,5466.81832760343,84
"2100","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,24.9155552141834,38817935.9108109,20961.6853918379,84
"2101","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,28.3265721010976,14224817.1822972,7681.40127844049,85
"2102","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,28.3265721010976,71602840.6340844,38665.5339424056,85
"2103","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,28.3265721010976,3333726614.28755,1800212.37171528,85
"2104","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,28.3265721010976,25619330.9759208,13834.4387269972,85
"2105","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,28.3265721010976,33442948.0872099,18059.1919670933,85
"2106","IDN","Banana Prawn","Wild",3115.6875,1280,28.3265721010976,225937271.32989,122006.126518141,85
"2107","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,28.3265721010976,4370981.6987943,2360.33011734892,85
"2108","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,28.3265721010976,143834562.31218,77670.663648577,85
"2109","IND","Giant Tiger Prawn","Wild",448.50117,5419,28.3265721010976,137691378.90558,74353.3446090131,85
"2110","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,28.3265721010976,14018136.9797896,7569.79396908636,85
"2111","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,28.3265721010976,202948927.880651,109592.421055551,85
"2112","JPY","Kuruma Prawn","Farmed",86.42838,4915,28.3265721010976,24066000.0211099,12995.6400113993,85
"2113","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,28.3265721010976,78093618.5509076,42170.5540174901,85
"2114","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,28.3265721010976,1702786.42254854,919.504668176213,85
"2115","PNG","Banana Prawn","Wild",19.83527,856,28.3265721010976,961913.23232915,519.433145457741,85
"2116","PNG","Giant Tiger Prawn","Wild",24.10937,856,28.3265721010976,1169186.10264037,631.3604954258,85
"2117","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,28.3265721010976,59876279.9352998,32333.1911650619,85
"2118","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,28.3265721010976,110497576.977026,59668.6915675943,85
"2119","THA","Banana Prawn","Wild",8781.70757,3756,28.3265721010976,1868652612.96452,1009072.41100084,85
"2120","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,28.3265721010976,374602683.003123,202285.448821687,85
"2121","THA","Giant Tiger Prawn","Wild",3418.23457,3756,28.3265721010976,727363432.457836,392776.253527231,85
"2122","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,28.3265721010976,125192426.996671,67603.9105782021,85
"2123","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,28.3265721010976,4571271647.67159,2468486.68974266,85
"2124","THA","Western King Prawn","Wild",54.08972,3756,28.3265721010976,11509708.7675534,6215.24273447886,85
"2125","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,28.3265721010976,44132231.8905189,23831.4052208802,85
"2126","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,22.7675472489093,11433229.4126228,6173.94388281629,86
"2127","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,22.7675472489093,57550947.2686767,31077.5115250854,86
"2128","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,22.7675472489093,2679490406.91716,1446924.81973526,86
"2129","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,22.7675472489093,20591595.9897287,11119.4618344535,86
"2130","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,22.7675472489093,26879846.1741464,14515.1169340391,86
"2131","IDN","Banana Prawn","Wild",3115.6875,1280,22.7675472489093,181597599.66486,98062.7038190244,86
"2132","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,22.7675472489093,3513186.55841033,1897.12074154158,86
"2133","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,22.7675472489093,115607359.117831,62427.973923629,86
"2134","IND","Giant Tiger Prawn","Wild",448.50117,5419,22.7675472489093,110669761.375002,59761.6711425011,86
"2135","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,22.7675472489093,11267109.7261597,6084.23925212625,86
"2136","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,22.7675472489093,163120665.929753,88085.1596020665,86
"2137","JPY","Kuruma Prawn","Farmed",86.42838,4915,22.7675472489093,19343102.6746664,10445.2754443199,86
"2138","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,22.7675472489093,62767924.8957623,33894.6794437116,86
"2139","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,22.7675472489093,1368618.48979859,739.05398449124,86
"2140","PNG","Banana Prawn","Wild",19.83527,856,22.7675472489093,773139.965126821,417.495581168484,86
"2141","PNG","Giant Tiger Prawn","Wild",24.10937,856,22.7675472489093,939736.009695337,507.457445235482,86
"2142","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,22.7675472489093,48125697.2305179,25987.8765044797,86
"2143","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,22.7675472489093,88812680.7485103,47958.8476041956,86
"2144","THA","Banana Prawn","Wild",8781.70757,3756,22.7675472489093,1501933820.49991,811044.263069949,86
"2145","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,22.7675472489093,301087765.028629,162587.39311546,86
"2146","THA","Giant Tiger Prawn","Wild",3418.23457,3756,22.7675472489093,584620025.907439,315694.813990017,86
"2147","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,22.7675472489093,100623700.131435,54336.798070975,86
"2148","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,22.7675472489093,3674170063.87192,1984051.83449084,86
"2149","THA","Western King Prawn","Wild",54.08972,3756,22.7675472489093,9250954.8014214,4995.51559276756,86
"2150","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,22.7675472489093,35471382.530196,19154.5465663058,86
"2151","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,14.1230290436186,7092192.64119728,3829.78402624653,87
"2152","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,14.1230290436186,35699660.1731977,19277.8164935268,87
"2153","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,14.1230290436186,1662125499.30258,897547.769623393,87
"2154","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,14.1230290436186,12773255.9435593,6897.55820952205,87
"2155","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,14.1230290436186,16673945.77269,9003.9307172526,87
"2156","IDN","Banana Prawn","Wild",3115.6875,1280,14.1230290436186,112647539.336549,60829.6712417364,87
"2157","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,14.1230290436186,2179278.92089722,1176.8106172845,87
"2158","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,14.1230290436186,71712867.1185869,38724.9482440369,87
"2159","IND","Giant Tiger Prawn","Wild",448.50117,5419,14.1230290436186,68650005.951975,37071.0032140665,87
"2160","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,14.1230290436186,6989146.2686133,3774.13898505118,87
"2161","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,14.1230290436186,101186038.063484,54640.4605542814,87
"2162","JPY","Kuruma Prawn","Farmed",86.42838,4915,14.1230290436186,11998798.0207704,6479.35093121604,87
"2163","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,14.1230290436186,38935824.602406,21025.3452852992,87
"2164","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,14.1230290436186,848973.254331775,458.445557339159,87
"2165","PNG","Banana Prawn","Wild",19.83527,856,14.1230290436186,479589.569438204,258.97836749663,87
"2166","PNG","Giant Tiger Prawn","Wild",24.10937,856,14.1230290436186,582931.43363949,314.782974165324,87
"2167","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,14.1230290436186,29853045.3149081,16120.6444700504,87
"2168","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,14.1230290436186,55091752.1303454,29749.5461503865,87
"2169","THA","Banana Prawn","Wild",8781.70757,3756,14.1230290436186,931670624.710328,503102.137343577,87
"2170","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,14.1230290436186,186768965.654887,100855.241453639,87
"2171","THA","Giant Tiger Prawn","Wild",3418.23457,3756,14.1230290436186,362648005.738403,195829.923098738,87
"2172","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,14.1230290436186,62418293.1914508,33705.8783233835,87
"2173","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,14.1230290436186,2279139248.33265,1230735.19409963,87
"2174","THA","Western King Prawn","Wild",54.08972,3756,14.1230290436186,5738497.07714723,3098.78842165951,87
"2175","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,14.1230290436186,22003396.3348978,11881.8340208448,87
"2176","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,10.3574895283673,5201243.35845331,2808.67141356479,88
"2177","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,10.3574895283673,26181271.4020609,14137.8865571129,88
"2178","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,10.3574895283673,1218962830.18956,658239.928302365,88
"2179","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,10.3574895283673,9367598.42877684,5058.5031515395,88
"2180","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,10.3574895283673,12228270.451319,6603.26604371224,88
"2181","IDN","Banana Prawn","Wild",3115.6875,1280,10.3574895283673,82612993.6765821,44611.0165853543,88
"2182","IDN","Giant Tiger Prawn","Farmed",60.27608,1280,10.3574895283673,1598230.70057224,863.044578309007,88
"2183","IDN","Giant Tiger Prawn","Wild",1983.48659,1280,10.3574895283673,52592490.4590898,28399.9448479085,88
"2184","IND","Giant Tiger Prawn","Wild",448.50117,5419,10.3574895283673,50346261.8092691,27186.9813770053,88
"2185","IND","Penaeus Shrimps Nei","Farmed",45.66118,5419,10.3574895283673,5125671.62935197,2767.86267985006,88
"2186","IND","Penaeus Shrimps Nei","Wild",661.06413,5419,10.3574895283673,74207404.5463398,40071.9984550235,88
"2187","JPY","Kuruma Prawn","Farmed",86.42838,4915,10.3574895283673,8799629.63110086,4751.80000079446,88
"2188","MYS","Giant Tiger Prawn","Farmed",537.40804,2565,10.3574895283673,28554596.4928808,15419.4821061556,88
"2189","PHL","Penaeus Shrimps Nei","Wild",13.68686,2196,10.3574895283673,622616.548082399,336.212935964495,88
"2190","PNG","Banana Prawn","Wild",19.83527,856,10.3574895283673,351719.445455283,189.928500545853,88
"2191","PNG","Giant Tiger Prawn","Wild",24.10937,856,10.3574895283673,427507.880995632,230.854255737641,88
"2192","SGP","Giant Tiger Prawn","Farmed",349.27047,3026,10.3574895283673,21893504.8058084,11822.4925951365,88
"2193","SGP","Penaeus Shrimps Nei","Farmed",644.55475,3026,10.3574895283673,40402964.8333328,21817.6010099997,88
"2194","THA","Banana Prawn","Wild",8781.70757,3756,10.3574895283673,683264808.811311,368962.996758108,88
"2195","THA","Giant Tiger Prawn","Farmed",1760.44022,3756,10.3574895283673,136971863.473477,73964.8062756777,88
"2196","THA","Giant Tiger Prawn","Wild",3418.23457,3756,10.3574895283673,265957317.677257,143616.951545719,88
"2197","THA","Penaeus Shrimps Nei","Farmed",588.34011,3756,10.3574895283673,45776073.6816673,24719.0797881003,88
"2198","THA","Penaeus Shrimps Nei","Wild",21482.62901,3756,10.3574895283673,1671465860.85671,902591.564862625,88
"2199","THA","Western King Prawn","Wild",54.08972,3756,10.3574895283673,4208475.6181943,2272.57683382492,88
"2200","VNM","Giant Tiger Prawn","Farmed",209.23717,3723,10.3574895283673,16136761.2021017,8713.8510491349,88
"2201","BGD","Penaeus Shrimps Nei","Farmed",44.18974,5682,10.24303610106,5143768.02845139,2777.63473536375,89
"2202","CHN","Giant Tiger Prawn","Farmed",290.01403,4358,10.24303610106,25891960.3450695,13981.6585863376,89
"2203","CHN","Penaeus Shrimps Nei","Farmed",13502.64154,4358,10.24303610106,1205492918.07492,650966.17576046,89
"2204","CHN","Penaeus Shrimps Nei","Wild",103.76635,4358,10.24303610106,9264083.60089547,5002.60514448355,89
"2205","ESP","Penaeus Shrimps Nei","Wild",37.94989,15555,10.24303610106,12093144.3226021,6530.29793420511,89
"2206","IDN","Banana Prawn","Wild",3115.6875,1280,10.24303610106,81700094.8278306,44118.0512070286,89
